"","gene_id","gene_short_name","cluster","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value"
"350","ENSG00000198727","MT-CYB","21",0.13603538091484,81.1543709285545,0.992063492063492,0.137123663962159,0.316141296620917,1.40069110598599e-54,1.21603239471943e-48
"351","ENSG00000269028","MTRNR2L12","22",0.0106254313928214,0.151522551703893,0.0410958904109589,0.258552163891987,0.00809919442740633,0.0403355696789942,1
"352","ENSG00000196503","ARL9","22",0.0108712710772799,0.0635979772979923,0.0136986301369863,0.793602788641431,0.0100827647498103,0.0221585284170181,1
"353","ENSG00000249096","LINC02362","22",0.0133312023957184,0.104210496181882,0.0273972602739726,0.486588887443722,0.0202141556487666,0.00119869580418664,1
"354","ENSG00000153404","PLEKHG4B","22",0.0124925119706182,0.0772616052331078,0.0136986301369863,0.911953373855129,0.0100827647498103,0.0221585284170746,1
"355","ENSG00000231394","AC099681.2","22",0.0116600755145245,0.0498839115754744,0.0136986301369863,0.85118551256029,0.0100827647497655,0.0221585284173817,1
"356","ENSG00000121236","TRIM6","22",0.0106693865474372,0.078332558176933,0.0136986301369863,0.778865217962913,0.00884475173801137,0.0321459667250836,1
"357","ENSG00000168071","CCDC88B","22",0.0134837960372914,0.491923948273166,0.0821917808219178,0.164052851787046,0.000794784193148854,0.520702945299824,1
"358","ENSG00000259589","AC073167.1","22",0.0128466169239885,0.0744970656861604,0.0136986301369863,0.937803035451163,0.0100827647497767,0.0221585284172802,1
"359","ENSG00000267016","AC111170.1","22",0.0116743584638335,0.057082167214071,0.0136986301369863,0.852228167859849,0.0100827647497879,0.0221585284171977,1
"360","ENSG00000274833","AC110285.5","22",0.0104525162042916,0.0781777507497059,0.0136986301369863,0.763033682913285,0.00827003838956499,0.0382833234260623,1
"361","ENSG00000249222","ATP5MGL","22",0.0159076436076715,0.120943093321977,0.0273972602739726,0.58062899168001,0.0202141558857152,0.00119869572438692,1
"362","ENSG00000025708","TYMP","22",0.0118954944419953,1.19035224090865,0.123287671232877,0.0964856771406284,0.00529901616737552,0.0972360327880988,1
"363","ENSG00000198888","MT-ND1","22",0.289124477073557,127.336759909581,0.986301369863014,0.29314009481069,0.743013605678915,3.61978062508166e-86,3.14257046615465e-80
"364","ENSG00000198763","MT-ND2","22",0.2543613559059,56.4467026340885,1,0.2543613559059,0.63237816546354,1.40575856176216e-73,1.22043178753081e-67
"365","ENSG00000198804","MT-CO1","22",0.275322559555439,445.72250200807,1,0.275322559555439,0.764846635748257,1.18378503247359e-88,1.02772191650246e-82
"366","ENSG00000198712","MT-CO2","22",0.290080323758757,447.436109029396,1,0.290080323758757,0.850034583269533,2.35581538326141e-98,2.04523881802453e-92
"367","ENSG00000228253","MT-ATP8","22",0.311352423675673,94.4919026551349,1,0.311352423675673,0.820750044269357,5.10154142949642e-95,4.42898481668019e-89
"368","ENSG00000198899","MT-ATP6","22",0.298122326834411,148.557838662098,0.986301369863014,0.302262914707111,0.696844643201395,6.50534875923975e-81,5.64772261091414e-75
"369","ENSG00000198938","MT-CO3","22",0.299742392346675,348.886901489446,1,0.299742392346675,0.856265827355703,4.59514856465027e-99,3.98935174877817e-93
"370","ENSG00000198840","MT-ND3","22",0.314003534312868,194.881002618535,1,0.314003534312868,0.758639362546659,6.02459290766399e-88,5.23034672627502e-82
"371","ENSG00000212907","MT-ND4L","22",0.315211273060677,240.285443840848,1,0.315211273060677,0.856716052484629,4.0832898391453e-99,3.54497340649142e-93
"372","ENSG00000198886","MT-ND4","22",0.263535496716521,54.0830777147818,1,0.263535496716521,0.682975567556169,2.46290101889866e-79,2.13820692597318e-73
"373","ENSG00000198786","MT-ND5","22",0.305498390568872,98.0228973225993,1,0.305498390568872,0.80492818129229,3.23256230318569e-93,2.80640068450751e-87
"374","ENSG00000198695","MT-ND6","22",0.353283734884619,31.3463453335347,0.958904109589041,0.368424466379674,0.589542165384303,1.04752565958726e-68,9.09426161781235e-63
"375","ENSG00000198727","MT-CYB","22",0.296733713987024,224.496800368976,1,0.296733713987024,0.8377012948351,5.98426597719443e-97,5.19533625635698e-91
"376","ENSG00000117318","ID3","23",0.181778215055038,6.01691633777213,0.972222222222222,0.186971878342325,0.333487387893966,3.25074080904187e-39,2.82218264522265e-33
"377","ENSG00000198520","ARMH1","23",0.132629170576448,1.54391510560901,0.708333333333333,0.18724118199028,0.170336258907167,8.02699970663764e-21,6.96876822731278e-15
"378","ENSG00000152518","ZFP36L2","23",0.166174480541995,10.2608671028392,0.986111111111111,0.168514966183432,0.285415603664121,8.42183898546902e-34,7.3115542646587e-28
"379","ENSG00000241755","IGKV1-9","23",0.966952151332873,7.27529134482258,0.986111111111111,0.980571195717843,0.969836851194768,6.64909918173897e-111,5.77252184021359e-105
"380","ENSG00000276566","IGKV1D-13","23",0.138888888888889,0.122872119085738,0.138888888888889,1,0.10468604573018,2.19942143614712e-13,1.9094629105341e-07
"381","ENSG00000196843","ARID5A","23",0.120893862508317,1.01485366947473,0.569444444444444,0.212301417087777,0.143122615726258,9.60627873459217e-18,8.33984458389595e-12
"382","ENSG00000114942","EEF1B2","23",0.108977527819441,7.96075616536034,0.986111111111111,0.110512422577461,0.185837207101576,1.4238277679983e-22,1.23611885803202e-16
"383","ENSG00000187514","PTMA","23",0.126434578890755,16.2725877302993,1,0.126434578890755,0.367219859331541,5.18247184983047e-43,4.49924585597992e-37
"384","ENSG00000177733","HNRNPA0","23",0.105765708893574,1.84517208942669,0.833333333333333,0.126918850672289,0.120582990513644,3.44268264108478e-15,2.98882001778001e-09
"385","ENSG00000120129","DUSP1","23",0.109961556312314,6.01834839684484,0.986111111111111,0.111510310626571,0.151898419486095,9.75790599248401e-19,8.47148221387087e-13
"386","ENSG00000092820","EZR","23",0.132102386288012,4.37141551088849,0.902777777777778,0.146328797119028,0.187984394232698,8.14695976401009e-23,7.07291347048158e-17
"387","ENSG00000157514","TSC22D3","23",0.12240504693768,8.59801195851882,1,0.12240504693768,0.206567645682307,6.507699071896e-25,5.64976307245166e-19
"388","ENSG00000067064","IDI1","23",0.132018579889915,1.39434330883902,0.736111111111111,0.179345995322148,0.193429625894601,1.97794505009805e-23,1.71718464236342e-17
"389","ENSG00000111276","CDKN1B","23",0.120719693096785,1.20614493804941,0.708333333333333,0.170427802018991,0.152967387354833,7.38617537328596e-19,6.41242632912418e-13
"390","ENSG00000123358","NR4A1","23",0.180819420287831,1.97066491912631,0.611111111111111,0.29588632410736,0.222966240482054,9.19513892872612e-27,7.98290698319644e-21
"391","ENSG00000123349","PFDN5","23",0.106576850142818,7.99527585477051,1,0.106576850142818,0.201125015767568,2.67675635453522e-24,2.32386885729142e-18
"392","ENSG00000111666","CHPT1","23",0.105291120796193,1.00320497843489,0.638888888888889,0.164803493420129,0.140683464393514,1.81436354384712e-17,1.57516874040758e-11
"393","ENSG00000150991","UBC","23",0.110898940663711,9.28870244516161,0.986111111111111,0.112460897574468,0.197243934664391,7.33919265078118e-24,6.3716375268581e-18
"394","ENSG00000211895","IGHA1","23",0.343788549988751,3.88543601857317,0.916666666666667,0.375042054533183,0.500920798188906,4.63412111681808e-58,4.02318639350348e-52
"395","ENSG00000211946","IGHV3-20","23",0.208333333333333,0.239049390120524,0.208333333333333,1,0.159135093441572,1.48186560712358e-19,1.28650533667405e-13
"396","ENSG00000232216","IGHV3-43","23",0.564333687528585,1.43726678208387,0.597222222222222,0.944930825629258,0.498843370999374,7.93959448390774e-58,6.89288598471625e-52
"397","ENSG00000132475","H3F3B","23",0.153389427739683,33.9596649600034,1,0.153389427739683,0.343093378511444,2.69468803378255e-40,2.33943653153686e-34
