gene_id,gene_short_name,timepoint,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000171858,RPS21,2,0.34493409055701757,7.692860666304031,0.9897348160821214,0.3485116265005649,0.0067060059614616925,2.2424821774352248e-6,0.22562510180046771
ENSG00000115268,RPS15,2,0.3269751424247471,13.343385221760926,0.9989307100085543,0.3273251479293765,0.0010609437825097052,0.06002353040284727,1
ENSG00000130255,RPL36,2,0.33722926957282795,7.816187784400831,0.9940119760479041,0.3392607711967607,0.0027219532018981194,0.0025895061804076377,1
ENSG00000233927,RPS28,2,0.3471568559785621,18.573700061477005,0.9997861420017109,0.3472311141295735,0.02018668203088953,2.105786414992676e-16,2.118715943580731e-11
ENSG00000105640,RPL18A,2,0.3304051364107688,14.041421489767659,0.9980752780153977,0.33104230080496144,0.0020359373770480285,0.009177222561708064,1
ENSG00000221983,UBA52,2,0.33872138871384555,7.039627864219809,0.9923011120615911,0.3413493994883495,0.009644047638848702,1.3955891186679677e-8,0.001404158035856589
ENSG00000105193,RPS16,2,0.3403751127508702,7.0524164114495935,0.9848160821214713,0.3456230243698304,0.007568605983573298,5.018050015165234e-7,0.050488608422583486
ENSG00000105372,RPS19,2,0.32780024175375516,15.15718903247951,0.9959366980325064,0.32913762732243057,7.399851510572543e-5,0.6194506195182886,1
ENSG00000063177,RPL18,2,0.3311302905972038,10.960805565192485,0.9976475620188195,0.3319110908537031,0.0010137389156804953,0.06601817346743623,1
ENSG00000142541,RPL13A,2,0.3369142380496756,5.897630725314452,0.9724123182207014,0.3464726142776079,0.006363129107900571,4.073354605119052e-6,0.40983650023944834
ENSG00000142534,RPS11,2,0.3354528046186599,4.125765112744443,0.9540205303678357,0.3516201108264635,0.005213879245830386,3.040336083000241e-5,1
ENSG00000170889,RPS9,2,0.3310605303086307,10.974904657917659,0.9980752780153977,0.3316989585864918,0.0015600648019150215,0.022573803382528523,1
ENSG00000108107,RPL28,2,0.3298139383811981,24.090818546583773,1,0.3298139383811981,7.348490621988894e-4,0.11755890701770678,1
ENSG00000142676,RPL11,3,0.3279173072709334,16.160936252359807,0.9981549815498155,0.32852343907734916,0.0013502421012135612,0.03562661018374604,1
ENSG00000142937,RPS8,3,0.3332164268798948,17.53404416287931,0.9983856088560885,0.3337552383809711,0.004884471315828382,6.402716302062332e-5,1
ENSG00000265972,TXNIP,3,0.3450041954007761,3.8155957739326474,0.9142066420664207,0.37738097660387615,0.030293805535983886,1.956333490037293e-23,1.968345377666122e-18
ENSG00000163220,S100A9,3,0.33550045889040797,36.035940483615356,0.9829335793357934,0.34132566629488714,9.785834692846384e-4,0.07366129965969445,1
ENSG00000171863,RPS7,3,0.33004906442838516,10.098458602644271,0.9956180811808119,0.3315016778692328,9.187877320095505e-4,0.08306139031636849,1
ENSG00000143947,RPS27A,3,0.3307700630615308,11.502013019782524,0.9967712177121771,0.3318415070418319,0.003692659227756831,5.101091270899921e-4,1
ENSG00000034510,TMSB10,3,0.3268620723290611,30.711507990454574,0.9988468634686347,0.32723942406345163,3.240786693237723e-4,0.3033362199020181,1
ENSG00000144713,RPL32,3,0.32981471458130596,17.365987727921038,0.9986162361623616,0.3302717326615572,0.00117971984870117,0.04953209759550001,1
ENSG00000174748,RPL15,3,0.332313656578925,7.3190975833970295,0.9905442804428044,0.33548591732857247,0.0022662411108038114,0.006482630838979682,1
ENSG00000162244,RPL29,3,0.33237196020965104,11.439540986387563,0.996309963099631,0.33360296746968676,0.0019882864363915567,0.01077680520404411,1
ENSG00000145425,RPS3A,3,0.3386191875113322,12.069597350173527,0.9970018450184502,0.339637473293809,0.011845741856294388,4.704633357927958e-10,4.733519806745635e-5
ENSG00000186468,RPS23,3,0.3319389645664223,13.573205136849033,0.9981549815498155,0.3325525301201495,0.004501702005019635,1.242856403929377e-4,1
ENSG00000019582,CD74,3,0.3268278037614916,25.44190755078213,0.9979243542435424,0.3275075935081645,0.0010365422415585578,0.0656320946352639,1
ENSG00000164587,RPS14,3,0.33055185767746054,16.997755172728287,0.9976937269372693,0.3313159627576211,0.002024286253820616,0.010086740199466879,1
ENSG00000204628,RACK1,3,0.3328538101527877,6.927683890918523,0.9896217712177122,0.336344470012232,0.0027489442710038137,0.0027143062073203164,1
ENSG00000204525,HLA-C,3,0.3440018117399914,8.711843560557092,0.9949261992619927,0.34575610934274514,0.004836070170155184,6.961881254081165e-5,1
ENSG00000231500,RPS18,3,0.32775932148445647,10.941120109767787,0.9919280442804428,0.3304265096388289,0.001751732058727581,0.016696465709479417,1
ENSG00000156508,EEF1A1,3,0.33879862830460294,29.45185031201793,0.9983856088560885,0.33934646623440945,0.004982704813389845,5.402769281870027e-5,1
ENSG00000112306,RPS12,3,0.33020964792505764,19.717399961243686,0.9976937269372693,0.330972961951699,0.00160777000777615,0.02185689986269996,1
ENSG00000075624,ACTB,3,0.3273150455810643,38.470096373027324,0.9990774907749077,0.3276172755400496,0.0030398831109837037,0.0016153658762061934,1
ENSG00000198034,RPS4X,3,0.3301510704774404,8.64736717239883,0.992619926199262,0.3326057252765292,0.005428349590150254,2.505341436830607e-5,1
ENSG00000147403,RPL10,3,0.33016490249221075,22.511333044785154,0.9983856088560885,0.3306987796734179,0.0033433581580074962,9.435374965450204e-4,1
ENSG00000137154,RPS6,3,0.3290890338387782,7.467941561476871,0.9820110701107011,0.3351174379344627,0.003640286732616639,5.59252126143942e-4,1
ENSG00000148303,RPL7A,3,0.33125004130088825,10.109573739387415,0.9951568265682657,0.33286215042425293,0.004579187288845391,1.0864613203135584e-4,1
ENSG00000110700,RPS13,3,0.33229207559101775,16.609136830229463,0.9970018450184502,0.3332913346663551,0.004510169115667567,1.2247182277044875e-4,1
ENSG00000149273,RPS3,3,0.33123221225255783,10.075296438857238,0.9951568265682657,0.33284423460651,0.005267285832625082,3.3063061103749954e-5,1
ENSG00000026025,VIM,3,0.3386807549030124,10.810063315302965,0.992619926199262,0.3411988274301724,0.003521337278459681,6.893832024786755e-4,1
ENSG00000138326,RPS24,3,0.328768780500704,16.46504050605628,0.9972324723247232,0.32968118229672816,0.001603890968882878,0.022016841589550314,1
ENSG00000111640,GAPDH,3,0.33430593318586865,13.003919396054677,0.996079335793358,0.3356217935387651,0.0029950717948655017,0.0017493711389872718,1
ENSG00000123349,PFDN5,3,0.3269907235514259,6.347114309236108,0.9912361623616236,0.32988175368054506,0.001842663654020881,0.014101224646543028,1
ENSG00000196531,NACA,3,0.33063835499117616,7.843118209842885,0.9907749077490775,0.33371692440450185,0.002180876424031549,0.007573093947580716,1
ENSG00000089009,RPL6,3,0.32856660414103317,9.392501861547176,0.9946955719557196,0.33031875621505213,0.0035620423734501992,6.417258366324865e-4,1
ENSG00000089157,RPLP0,3,0.33510849442404855,7.43800235216998,0.9873154981549815,0.33941378926014354,0.002924098606121606,0.0019850632493007116,1
ENSG00000133112,TPT1,3,0.3326817130406123,14.491741409882362,0.996079335793358,0.3339911803065744,4.4801475790395796e-4,0.22618907242674965,1
ENSG00000170345,FOS,3,0.3675588329324606,17.259039215556143,0.9896217712177122,0.3714134466546607,0.037998448279272005,5.179325617012997e-29,5.2111266763014565e-24
ENSG00000134419,RPS15A,3,0.3303090011082687,13.66274072587213,0.996309963099631,0.33153236777904005,0.00331755881954017,9.87539301481038e-4,1
ENSG00000167526,RPL13,3,0.33173792360550886,20.911200602065964,0.9993081180811808,0.33196760598972685,0.0010158013322353833,0.06839221486949713,1
ENSG00000170296,GABARAP,3,0.3348853950690864,6.525411023355141,0.9898523985239852,0.33831851654696143,0.0020186660243739375,0.010191413030523537,1
ENSG00000161970,RPL26,3,0.33170404788871466,14.051278794176955,0.9967712177121771,0.33277851727104735,0.0018914540846476592,0.012883651188620254,1
ENSG00000108298,RPL19,3,0.33035697272227266,17.097545369086678,0.9976937269372693,0.3311206273055419,0.0018780407871400286,0.013207197636880065,1
ENSG00000184009,ACTG1,3,0.3291664581364582,6.176526351844122,0.977629151291513,0.33669869367296124,0.007551677305002791,6.643577777435279e-7,0.06684369344988732
ENSG00000265681,RPL17,3,0.3272067895224926,5.420241055747909,0.9760147601476015,0.3352477881307958,0.0026708579796940538,0.003122068828111564,1
ENSG00000101439,CST3,3,0.3270773869734732,16.34956759910843,0.996540590405904,0.3282128095156167,2.1531536716479428e-4,0.4014792432500617,1
ENSG00000171223,JUNB,3,0.3480355070090862,7.697374415054249,0.9861623616236163,0.3529190735246487,0.028964625076842696,1.7924205625411903e-22,1.8034260247951932e-17
ENSG00000160888,IER2,3,0.34366434020311426,4.916697277511692,0.9252767527675276,0.3714178911068553,0.015190497984092314,1.722668792085692e-12,1.7332459784690983e-7
ENSG00000105640,RPL18A,3,0.3314539073867281,14.115316233276275,0.9972324723247232,0.33237376096874494,0.0017184644173426798,0.017764849615259926,1
ENSG00000221983,UBA52,3,0.3281216118161527,6.779279276895905,0.9893911439114391,0.33163993212933285,0.0029347053809374098,0.0019478919914411154,1
ENSG00000011600,TYROBP,3,0.3283233571592619,14.345069236139537,0.996309963099631,0.3295393695931851,2.4229540330877975e-4,0.37346722159809675,1
ENSG00000063177,RPL18,3,0.3316199123043267,10.974702365542202,0.9981549815498155,0.3322328881126526,0.0010287910696777822,0.06664940373647493,1
ENSG00000087086,FTL,3,0.32735724583633385,70.45203598601083,0.9988468634686347,0.32773516923258916,2.2543761770286818e-5,0.7860295447324795,1
